31/01/2014;450;A;PYG;0,00051740;0,00051780;4685,52000000;4688,55000000
31/01/2014;460;A;UAH;0,28120000;0,28180000;8,61000000;8,62500000
31/01/2014;470;A;JPY;0,02371000;0,02372000;102,27000000;102,31000000
31/01/2014;482;A;GEL;1,35790000;1,36650000;1,77560000;1,78640000
31/01/2014;490;A;ALL;0,02312000;0,02337000;103,80000000;104,94000000
31/01/2014;495;A;HNL;0,12190000;0,12190000;19,90200000;19,90200000
31/01/2014;500;A;SLL;0,00055560;0,00056540;4291,00000000;4366,00000000
31/01/2014;503;A;MDL;0,17990000;0,18130000;13,38020000;13,48520000
31/01/2014;506;A;RON;0,72650000;0,72860000;3,33000000;3,33890000
31/01/2014;510;A;BGN;1,67220000;1,67310000;1,45020000;1,45060000
31/01/2014;530;B;GIP;3,99560000;3,99780000;1,64720000;1,64770000
31/01/2014;535;A;EGP;0,34840000;0,34850000;6,96160000;6,96170000
31/01/2014;540;B;GBP;3,99390000;3,99540000;1,64650000;1,64670000
31/01/2014;545;B;FKP;3,99560000;3,99780000;1,64720000;1,64770000
31/01/2014;560;A;LBP;0,00161400;0,00161700;1501,00000000;1503,00000000
31/01/2014;570;B;SHP;3,99680000;4,00020000;1,64770000;1,64870000
31/01/2014;575;A;SYP;0,01690000;0,01698000;142,90000000;143,50000000
31/01/2014;585;A;SZL;0,21520000;0,21620000;11,22100000;11,27200000
31/01/2014;601;A;LTL;0,94740000;0,94780000;2,55990000;2,56030000
31/01/2014;603;A;LSL;0,21520000;0,21620000;11,22000000;11,27100000
31/01/2014;608;A;TMT;0,84960000;0,85280000;2,84500000;2,85500000
31/01/2014;622;A;MZN;0,07850000;0,07903000;30,70000000;30,90000000
31/01/2014;625;A;ERN;0,16200000;0,16200000;14,97430000;14,97430000
31/01/2014;630;A;NGN;0,01492000;0,01494000;162,40000000;162,60000000
31/01/2014;635;A;AOA;0,02479000;0,02492000;97,36000000;97,86000000
31/01/2014;640;A;TWD;0,07986000;0,07990000;30,36500000;30,37500000
31/01/2014;642;A;TRY;1,06950000;1,07170000;2,26400000;2,26800000
31/01/2014;660;A;PEN;0,85960000;0,86040000;2,82000000;2,82200000
31/01/2014;665;A;BTN;0,03870000;0,03872000;62,65500000;62,68000000
31/01/2014;670;A;MRO;0,00819500;0,00839600;289,00000000;296,00000000
31/01/2014;680;B;TOP;1,28730000;1,38590000;0,53070000;0,57120000
31/01/2014;685;A;MOP;0,30290000;0,30360000;7,99200000;8,00800000
31/01/2014;706;A;ARS;0,30250000;0,30290000;8,01000000;8,02000000
31/01/2014;715;A;CLP;0,00436900;0,00437500;554,64000000;555,20000000
